id,creation_date,user_id,latitude,longitude,sample_time,accuracy,user_token,sample_timezone
40335,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:03,21.642999649,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40334,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:02,21.642999649,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40333,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:01,21.642999649,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40332,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:00,21.642999649,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40331,2016-10-21 18:30:25,12176943568701362661,6324139.541579485,-13705228.317546839,10/21/16 17:58,22.343000412,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40330,2016-10-21 17:56:39,12176943568701362661,6324139.541579485,-13705228.317546839,10/21/16 17:56,22.343000412,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40329,2016-10-21 17:56:39,12176943568701362661,6324139.541579485,-13705228.317546839,10/21/16 17:55,22.343000412,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40328,2016-10-21 17:56:39,12176943568701362661,6324139.541579485,-13705228.317546839,10/21/16 17:54,22.343000412,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40327,2016-10-21 17:56:39,12176943568701362661,6324122.849723411,-13705231.412228683,10/21/16 17:52,22.2329998016,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40326,2016-10-21 17:56:39,12176943568701362661,6324122.849723411,-13705231.412228683,10/21/16 17:51,22.2329998016,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40325,2016-10-21 17:56:39,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 17:50,21.6459999084,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40324,2016-10-21 17:56:39,12176943568701362661,6323961.223749902,-13705328.19339398,10/21/16 17:49,699.9990234375,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40323,2016-10-21 17:56:39,12176943568701362661,6324063.728732651,-13705320.31197403,10/21/16 17:48,21.9090003967,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40322,2016-10-21 17:56:39,12176943568701362661,6324063.728732651,-13705320.31197403,10/21/16 17:46,21.9090003967,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40321,2016-10-21 17:56:39,12176943568701362661,6324030.328287266,-13705326.512469666,10/21/16 17:45,21.6289997101,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40320,2016-10-21 17:56:39,12176943568701362661,6323832.727342715,-13705173.937975587,10/21/16 17:44,50.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40319,2016-10-21 17:56:39,12176943568701362661,6323952.741458788,-13705207.322690876,10/21/16 17:43,50.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40318,2016-10-21 17:56:39,12176943568701362661,6323723.227901963,-13705027.296810364,10/21/16 17:42,30.2369995117,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40317,2016-10-21 17:56:39,12176943568701362661,6323679.332952682,-13705146.753755935,10/21/16 17:42,22.0300006866,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40316,2016-10-21 17:56:39,12176943568701362661,6323559.339802241,-13705113.369040648,10/21/16 17:41,30.8349990845,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40315,2016-10-21 17:56:39,12176943568701362661,6323387.62167509,-13705000.546736727,10/21/16 17:40,24.2660007477,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40314,2016-10-21 17:56:39,12176943568701362661,6323364.258587125,-13705041.122691121,10/21/16 17:39,117.533996582,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40313,2016-10-21 17:56:39,12176943568701362661,6323329.99056668,-13705055.76120416,10/21/16 17:38,21.0100002289,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40312,2016-10-21 17:56:39,12176943568701362661,6323329.99056668,-13705055.76120416,10/21/16 17:37,21.2999992371,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40311,2016-10-21 17:56:39,12176943568701362661,6323315.58711767,-13705069.56482102,10/21/16 17:36,22.8400001526,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40310,2016-10-21 17:56:39,12176943568701362661,6323412.145307619,-13705196.335457135,10/21/16 17:34,21.9009990692,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40309,2016-10-21 17:56:39,12176943568701362661,6323511.657037053,-13705053.211987821,10/21/16 17:33,167.654006958,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40308,2016-10-21 17:56:39,12176943568701362661,6323603.25119185,-13704902.529925086,10/21/16 17:32,13.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40307,2016-10-21 17:56:39,12176943568701362661,6323714.063191073,-13704984.472202256,10/21/16 17:31,23.2110004425,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40306,2016-10-21 17:56:39,12176943568701362661,6323802.143814353,-13704990.394399166,10/21/16 17:30,29.1310005188,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40305,2016-10-21 17:56:39,12176943568701362661,6323902.4964328315,-13705094.210956281,10/21/16 17:29,21.8770008087,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40304,2016-10-21 17:56:39,12176943568701362661,6323950.454484377,-13705196.624887811,10/21/16 17:28,22.7229995728,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40303,2016-10-21 17:56:39,12176943568701362661,6323983.188998226,-13705268.470487168,10/21/16 17:28,23.2789993286,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
